% Model,Flat_TWA_model_53MHz_nocaps_scaled_for_96MHz.mph
% Version,COMSOL 6.2.0.339
% Date,"Apr 4 2024, 21:28"
% Table,Table 2 - Global Matrix Evaluation 1
% freq (MHz),S-parameter (1),,,,,,,
96,-0.11774563368172539+0.8613915877383396i,0.4391318010783097+0.034543717497557525i,0.15962360319169952-0.087231670057596i,0.04042220247136789-0.06590302673572028i,0.0028288722667886256-0.03283107032618286i,-0.004409449156922058-0.013111905464177419i,-0.003570512901134561-0.004412956235030239i,-0.0018739296975639253-0.0013950382165311551i
,0.4391318010776178+0.03454371749813785i,-0.19242723632942202+0.7557327955896019i,0.3947057923281899+0.015569538846254468i,0.14000680816774244-0.08506642530075793i,0.0337326908746515-0.0613641907112063i,0.0011168877043388865-0.03002081954344824i,-0.004713225699911691-0.011967209050361097i,-0.0035763657359066704-0.0044185875333186304i
,0.1596236031916332-0.08723167005740454i,0.39470579232830544+0.015569538846227885i,-0.21219581636863616+0.7574528128481762i,0.38854842116540356+0.020405111645127594i,0.13866246543280294-0.08206958202303133i,0.03363408937493442-0.06010969630747836i,0.00110978437503206-0.03000056393550663i,-0.004415063691367399-0.013119258455804908i
,0.04042220247140935-0.06590302673561722i,0.14000680816759578-0.08506642530028033i,0.38854842116531385+0.02040511164535242i,-0.2135359430203865+0.7605657765758171i,0.388010600689332+0.021498575404355822i,0.13839042780505653-0.08186781211579663i,0.03362546790136239-0.06119693126437673i,0.0028168632472115487-0.03278137046131592i
,0.00282887226677451-0.03283107032617378i,0.03373269087465557-0.0613641907111875i,0.13866246543282879-0.0820695820231568i,0.3880106006897207+0.021498575403849852i,-0.21336015113306042+0.7610456121503497i,0.387967149041217+0.02065683478306166i,0.1396885695882911-0.08483984859233414i,0.040383393299444396-0.06582343892173148i
,-0.004409449156926659-0.013111905464180083i,0.001116887704385708-0.030020819543401i,0.03363408937495157-0.060109696307450645i,0.13839042780513555-0.08186781211614415i,0.3879671490413724+0.020656834782951144i,-0.2129696211663965+0.7581336403706294i,0.3940362590341515+0.015586895768751462i,0.1595282388498011-0.087199415579965i
,-0.0035705129011333278-0.00441295623503021i,-0.004713225699872166-0.011967209050351795i,0.0011097843750775577-0.030000563935467205i,0.03362546790135004-0.06119693126440273i,0.13968856958830814-0.08483984859229443i,0.3940362590335268+0.015586895769099834i,-0.19179881548010397+0.7559583961180405i,0.4398509423828446+0.034332460300253415i
,-0.0018739296975650284-0.0013950382165307882i,-0.003576365735892055-0.004418587533324014i,-0.00441506369134742-0.013119258455805706i,0.002816863247205272-0.032781370461323275i,0.040383393299467406-0.06582343892174215i,0.1595282388498174-0.08719941557999515i,0.43985094238284517+0.03433246030025714i,-0.11676972585290218+0.8610365465613667i
