% Model,TWA_96MHz_flat_centerfed_passivedg_plasma_for_Sij.mph
% Version,COMSOL 6.2.0.339
% Date,"May 28 2024, 14:22"
% Table,Table 8 - Global Matrix Evaluation 1
% freq (MHz),S-parameter (1),,,,,,,,,,
96,-0.410231721319633+0.8788466402965932i,0.20546299160786133+0.08044682765573213i,0.060771112533225466-0.004634083268277933i,0.015770987981413825-0.008000065358622705i,0.0035481928310435082-0.0038317630305256117i,6.305379292381628E-4-0.0014152602758595815i,4.9399611944261403E-5-4.571773070219427E-4i,-2.621405279971738E-5-1.3372698062355054E-4i,-1.889620552549484E-5-3.559403488529434E-5i,-8.303531456808127E-6-8.511332496969026E-6i,-2.8238237198006707E-6-1.7645737525290346E-6i
,0.20546296868594702+0.08044677156179089i,-0.35515268133244576+0.8721596449454432i,0.2182662018678009+0.07216537668093248i,0.06328126677987311-0.008279675894427163i,0.016088776676211277-0.009270774314295228i,0.003516214805092665-0.004216316770574745i,5.863586591883064E-4-0.0015216493068246492i,2.7519585783673682E-5-4.8345764593444673E-4i,-3.460473775133668E-5-1.392676722144858E-4i,-2.1521001478196068E-5-3.6554013846997106E-5i,-8.309128454449566E-6-8.511968033926629E-6i
,0.0607710905564567-0.00463410814805732i,0.21826622896723524+0.0721653814592242i,-0.35327454481139603+0.8683524677775677i,0.21840201510098478+0.07098700770067015i,0.06319554576617777-0.00863392551474173i,0.016029414565110738-0.009352161105079667i,0.003492372258975712-0.004236290592667386i,5.77873366958223E-4-0.0015254009475918892i,2.498198316660482E-5-4.8368009766611744E-4i,-3.4534954467097865E-5-1.3924404526564137E-4i,-1.889195933505392E-5-3.5600027762376285E-5i
,0.015770994789457937-0.008000055982423596i,0.06328131426619926-0.008279627521811477i,0.2184020007781372+0.07098710177964146i,-0.3533933544551035+0.8680935625173043i,0.2183776001442794+0.0708954373813079i,0.06316045011592511-0.008629499241001875i,0.0160237963679438-0.009355192191731978i,0.0034907673423279135-0.0042372622466431056i,5.77804893050301E-4-0.0015250175592131997i,2.7734213582027558E-5-4.8319666318963404E-4i,-2.6179994030135535E-5-1.337108697014496E-4i
,0.003548122432402158-0.003831737726833351i,0.016088629244096826-0.009270798735745189i,0.06319535806714478-0.008634106302786623i,0.218377540142876+0.07089494836104435i,-0.35319961746318584+0.8680947436423685i,0.21824767263284978+0.0708591792886385i,0.06314291676836402-0.008642007531362409i,0.01601936202931062-0.009358014869355563i,0.0034901884982978877-0.004235487409620442i,5.862946781230339E-4-0.001520542171660319i,4.936882806304358E-5-4.570365167786143E-4i
,6.305204417498127E-4-0.0014152350209298268i,0.003516157706632467-0.004216288066044992i,0.016029291697069945-0.009352177057024147i,0.0631602600304204-0.008629695745511567i,0.21824769055350465+0.07085921846072536i,-0.3535355040891862+0.8680808231787581i,0.21827662709370446+0.07088677741876138i,0.06316092576574038-0.008640890389341741i,0.01602469548509439-0.009352527556191311i,0.003515564320796282-0.004213247361800234i,6.304652059424745E-4-0.0014149718472091192i
,4.94000510840083E-5-4.5717775613922173E-4i,5.863617493774783E-4-0.001521654669210794i,0.003492383335853797-0.004236295111992325i,0.016023794813381478-0.009355193998976788i,0.06314312455079556-0.008641813479599055i,0.2182766924189944+0.0708872097338924i,-0.353308920629329+0.8680388909958537i,0.21837698572990638+0.07087594985178787i,0.06317852133681495-0.008634698043611132i,0.016082975230942195-0.009259775949911895i,0.003547749380197972-0.0038303119463294574i
,-2.6213856252627742E-5-1.33727035301719E-4i,2.7519626568252288E-5-4.834596798738262E-4i,5.778758318363343E-4-0.0015254042295297164i,0.0034907635948188505-0.004237260575149498i,0.01601950980190251-0.009357997507375364i,0.0631611095172946-0.008640704679587668i,0.21837697948446944+0.07087591680967455i,-0.3532247634704623+0.8680828520990757i,0.21833882904220908+0.07090307952536669i,0.06323734422398698-0.00826605381326428i,0.015763491239520533-0.007998504660716882i
,-1.8896051537824674E-5-3.559397591621014E-5i,-3.4605023504285694E-5-1.3926800975024944E-4i,2.4981907304319125E-5-4.83680942373147E-4i,5.778024051371804E-4-0.0015250143159320228i,0.003490249314711882-0.004235521548030833i,0.01602482840500585-0.009352508104470613i,0.06317849807735867-0.008634724880116561i,0.21833882340539187+0.07090305468213647i,-0.3530853924393856+0.8684696052023426i,0.2181205702382722+0.07211848515525075i,0.060746238047805934-0.00464593716768669i
,-8.303482114357344E-6-8.511348159813508E-6i,-2.1521198376066045E-5-3.655411688175336E-5i,-3.453519817044121E-5-1.3924445830229296E-4i,2.77341408090765E-5-4.8319517907611625E-4i,5.863100630443103E-4-0.0015205715646791488i,0.0035156255486449377-0.004213277262524339i,0.01608296083811343-0.0092597802176865i,0.06323733763846603-0.008266066158567112i,0.21812057897175868+0.07211849194461899i,-0.3555010431240156+0.8719547499358311i,0.20545943931022081+0.0804425065637678i
,-2.8234882276092296E-6-1.7647505170381974E-6i,-8.308210808823239E-6-8.51202735476337E-6i,-1.8889999702362377E-5-3.559905958422234E-5i,-2.617685970511426E-5-1.3370549599903042E-4i,4.936894999110938E-5-4.570369141053692E-4i,6.304644337829523E-4-0.0014149701542113084i,0.0035476769672191533-0.003830290629549559i,0.015763349999252066-0.007998558158103033i,0.06074610243297839-0.004646167256136255i,0.20545951337509152+0.08044208487213368i,-0.41000013868710244+0.8788531747408639i
